id_unico,año,fuente,disciplina,forma,numero_en_fuente,es_piloto,pagina_pdf,enunciado_pregunta,tiene_imagen_enunciado,imagen_enunciado,imagen_pregunta_completa,alternativa_a_texto,alternativa_a_imagen,alternativa_b_texto,alternativa_b_imagen,alternativa_c_texto,alternativa_c_imagen,alternativa_d_texto,alternativa_d_imagen,alternativa_correcta
PAES_2026_M1_Q51,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,51,False,28,"Considera los vectores representados en el plano cartesiano. Y 5 → v 3 → u 1 -5 -2 2 5 X ¿Cuál de las siguientes afirmaciones es verdadera, respecto a los vectores del gráfico?",True,assets/images/2026/PAES_2026_M1_Q51_enunciado.png,assets/images/2026/PAES_2026_M1_Q51_completa.png,Tienen distinta dirección.,,Tienen distinto sentido.,,Tienen distinta magnitud.,,Están en el semieje positivo del eje X.,,B
PAES_2026_M1_Q52,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,52,False,29,"En la cuadrícula de la figura se representa el plano de un videojuego. En ella se ubica un tesoro y los pies de una persona, ambos al centro de las casillas. ¿Cuál de los siguientes vectores lleva a la persona sobre la casilla del tesoro?",True,assets/images/2026/PAES_2026_M1_Q52_enunciado.png,assets/images/2026/PAES_2026_M1_Q52_completa.png,"(8,-4)",,"(-4,2)",,"(10,-6)",,"(2,-2)",,A
PAES_2026_M1_Q53,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,53,False,30,"Un tipo de migración exterior corresponde al cambio de residencia hacia un país diferente, por ejemplo, la migración desde Chile hacia España. A aquellas personas migrantes que llegan a habitar un país son considerados inmigrantes, mientras que a aquellas personas que abandonan un país, se les considera emigrantes. En el siguiente gráfico se presenta información de las migraciones exteriores en España desde el 2011 hasta el 2021. AdaptadadeIndicadoresdemográficosbásicos.INE.(2021).Evolucióndelasmigracionesinteriores(2008-2021). (ReproducidoenAtlasNacionaldeEspaña,porInstitutoGeográficoNacional(IGN)). ¿En qué año hubo mayor cantidad de migrantes exteriores en España?",True,assets/images/2026/PAES_2026_M1_Q53_enunciado.png,assets/images/2026/PAES_2026_M1_Q53_completa.png,2013,,2015,,2018,,2019,,D
PAES_2026_M1_Q54,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,54,False,31,"El encargado del personal de una empresa extrae de la ficha de contratación las edades de las personas que trabajan en esta empresa. Luego, resume la distribución de las edades en la siguiente tabla: Edad en años Cantidad 18 - 24 5 25 - 34 7 35 - 44 14 45 - 54 11 55 o más 13 La empresa dará un beneficio educacional según la información de la tabla a los trabajadores cuya edad no supere los 34 años. ¿Cuál es la mayor cantidad de trabajadores que podría acceder a ese beneficio?",True,assets/images/2026/PAES_2026_M1_Q54_enunciado.png,assets/images/2026/PAES_2026_M1_Q54_completa.png,6,,7,,9,,12,,D
PAES_2026_M1_Q55,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,55,False,32,"Una persona está jugando un nuevo juego en línea en el cual se pueden escoger distintos personajes. Cada personaje tiene cinco habilidades, con un puntaje de 0 a 100 en cada habilidad. En el siguiente diagrama se representan las habilidades de uno de los personajes. ¿Cuál es la habilidad más débil de este personaje?",True,assets/images/2026/PAES_2026_M1_Q55_enunciado.png,assets/images/2026/PAES_2026_M1_Q55_completa.png,Fuerza mágica,,Defensa mágica,,Defensa física,,Fuerza física,,B
PAES_2026_M1_Q56,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,56,False,33,"◦ Se realizó una encuesta a los estudiantes de IV medio de un establecimiento educacional, sobre la cantidad de años que llevan en dicho establecimiento. En la siguiente tabla se presentan los datos de dicha encuesta. Cantidad de Cantidad de años estudiantes 1 24 2 15 3 12 4 8 5 12 6 29 7 14 8 9 9 o más 16 ¿Cuántos estudiantes encuestados llevan 5 años o más en el establecimiento educacional?",True,assets/images/2026/PAES_2026_M1_Q56_enunciado.png,assets/images/2026/PAES_2026_M1_Q56_completa.png,12,,35,,68,,80,,D
PAES_2026_M1_Q57,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,57,False,34,"Según la Encuesta Nacional de Empleos se considera como “ocupado” a aquellas personas, en edad de trabajar, que durante la semana de referencia dedicaron al menos una hora para producir bienes o servicios a cambio de una remuneración o beneficio. Considera la siguiente información: ¿Cuál de las siguientes representaciones gráficas corresponde a la información entregada?",True,assets/images/2026/PAES_2026_M1_Q57_enunciado.png,assets/images/2026/PAES_2026_M1_Q57_completa.png,,assets/images/2026/PAES_2026_M1_Q57_alt_a.png,,assets/images/2026/PAES_2026_M1_Q57_alt_b.png,,assets/images/2026/PAES_2026_M1_Q57_alt_c.png,,assets/images/2026/PAES_2026_M1_Q57_alt_d.png,D
PAES_2026_M1_Q59,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,59,False,35,Considera la siguiente tabla: Valor Frecuencia 0 P 1 Q 2 R ¿Cuál de las siguientes expresiones permite determinar el promedio de los valores? P + Q + 2 · R,True,assets/images/2026/PAES_2026_M1_Q59_enunciado.png,assets/images/2026/PAES_2026_M1_Q59_completa.png,P + Q + 2 · R A) P + Q + R R,,P + Q + R 0 · P + 1 · Q + 2 · R,,0 · P + 1 · Q + 2 · R C) P + Q + R 2 · R,,P + Q + R,,C
PAES_2026_M1_Q60,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,60,False,36,"Unapersonaplantóunbrotededoscentímetrosylofotografiódurantecincosemanas para dejar registro de su crecimiento, tal como se representa a continuación: ¿Cuántos centímetros, en promedio, creció el brote por semana?",True,assets/images/2026/PAES_2026_M1_Q60_enunciado.png,assets/images/2026/PAES_2026_M1_Q60_completa.png,2 cm,,"2,4 cm",,3 cm,,"7,5 cm",,B
PAES_2026_M1_Q61,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,61,False,37,En el siguiente gráfico se representa la distribución de la cantidad de horas extras realizadas por 140 trabajadores durante el mes de mayor demanda productiva de una empresa. Por cada hora extra se paga $15000. ¿Cuál fue el pago más frecuente que realizó la empresa por concepto de horas extras en ese mes?,True,assets/images/2026/PAES_2026_M1_Q61_enunciado.png,assets/images/2026/PAES_2026_M1_Q61_completa.png,$15000,,$30000,,$45000,,$60000,,A
PAES_2026_M1_Q62,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,62,False,38,"Considera el experimento descrito en la siguiente infografía para calcular el tiempo de reacción, en segundos, de una persona. Ciencianet.(2008).Descubretutiempodereacción.(ReproducidodeMidetureacción,porC.Torres,enEdumatePerú). Unapersonaefectuóelexperimentoyenelpasocuatroanotólossiguientesnúmeros: 10cm 9cm 15cm 8cm 18cm ¿Cuál es el tiempo de reacción de la persona?",True,assets/images/2026/PAES_2026_M1_Q62_enunciado.png,assets/images/2026/PAES_2026_M1_Q62_completa.png,"0,10s",,"0,14s",,"0,16s",,"0,17s",,C
PAES_2026_M1_Q64,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,64,False,39,"El memorice es un juego que está compuesto por varias tarjetas. Cada una de estas tiene una figura que está repetida una sola vez en otra tarjeta, de tal manera que se forman pares de cada una de estas figuras. Para jugar, las tarjetas se deben disponer sobre una superficie de manera que ninguna de las figuras de las tarjetas sea visible. Luego, la persona que juega debe voltear una tarjeta y, después, debe dar vuelta una segunda tarjeta con la finalidad de encontrar el par de la primera. Unapersonadisponesobrelamesa20tarjetasdeestejuegoyvolteaporprimeravez una de las tarjetas, en la cual aparece un rayo, tal como se presenta en la siguiente imagen. Si esta persona no conoce la figura de ninguna de las otras tarjetas dispuestas, ¿cuál es la probabilidad de que esta persona encuentre el segundo rayo al dar vuelta al azar la segunda tarjeta? 1",True,assets/images/2026/PAES_2026_M1_Q64_enunciado.png,assets/images/2026/PAES_2026_M1_Q64_completa.png,20 1,,19 2,,20 2,,19,,B
